,Country Name,Country Code,Total_Pop,Pop_Over_65,Urban_Pop,Life_Expectancy,Pop_Desity,GNI_Per_Capita,Health_Coverage_last,Social_Coverage_last,Hospital_beds_per_1000_last,Physician_per_1000_last,Vulnerable_emp_last
207,Rwanda,RWA,12301939.0,361455.0,2117287.0,68.34100000000001,498.65987029999997,780.0,10.78443064,31.40476704,,0.1346,68.64900017
208,Samoa,WSM,196130.0,9415.0,35780.0,73.046,69.30388693,4020.0,,,,0.3409,30.94800079
209,San Marino,SMR,33785.0,,32848.0,85.41707317,563.0833332999999,,,,3.8,6.1468,
210,Sao Tome and Principe,STP,211028.0,6174.0,153635.0,69.933,219.8208333,1890.0,,,2.9,0.32,46.83200073
211,Senegal,SEN,15854360.0,489396.0,7481990.0,67.38,82.34747832,1410.0,8.317440845,16.78661922,,0.0692,65.05900192
212,Serbia,SRB,6982084.0,1280919.0,3916391.0,76.08780488,79.83174022,6390.0,52.09602964,61.0367943,5.7,3.125,27.11000061
213,Seychelles,SYC,96762.0,7349.0,54855.0,74.3,210.3521739,15600.0,,,3.6,0.9458,
214,Sierra Leone,SLE,7650154.0,226946.0,3217272.0,53.895,105.98717099999999,490.0,,30.1557655,,0.025,86.22300291
215,Singapore,SGP,5638676.0,646383.0,5638676.0,82.89512195,7952.998418000001,58770.0,,,2.4,2.3063,9.763999879
216,Sint Maarten (Dutch part),SXM,40654.0,,40654.0,73.05365854,1193.352941,,,,,,
217,Slovak Republic,SVK,5447011.0,851327.0,2926461.0,77.16585366,113.29057820000001,18260.0,,,5.8,2.4643,11.96400017
218,Slovenia,SVN,2067372.0,405347.0,1127565.0,81.17560976,102.6398595,24580.0,,,4.6,2.9953,10.58500004
219,Small states,SST,40575321.0,2430937.0,23827617.0,69.26138979999999,16.22446282,12025.0996,,,,0.898737175,30.55875524
220,Solomon Islands,SLB,652858.0,23496.0,155047.0,72.645,23.32468739,2020.0,,,1.4,0.1999,80.24099731
221,Somalia,SOM,15008154.0,431231.0,6749317.0,56.708999999999996,23.923476899999997,,,,0.9,0.0229,77.69900131
222,South Africa,ZAF,57779622.0,3072723.0,38339668.0,63.538000000000004,47.63011978,5750.0,3.3527477310000005,79.84753664,,0.9101,9.753000319
223,South Asia,SAS,1814388744.0,105970472.0,616753576.0,69.1713119,380.2471337,1923.1987739999997,,,0.674261835,0.768127523,72.63323414
224,South Asia (IDA & IBRD),TSA,1814388744.0,105970472.0,616753576.0,69.1713119,380.2471337,1923.1987739999997,,,0.674261835,0.768127523,72.63323414
225,South Sudan,SSD,10975920.0,373015.0,2152927.0,57.365,,1130.0,,,,,87.22299957
226,Sri Lanka,LKA,21670000.0,2269547.0,4003749.0,76.648,345.558922,4060.0,7.400605705,33.13001324,3.6,0.958,38.88999987
227,St. Kitts and Nevis,KNA,52441.0,,16139.0,,201.69615380000002,18340.0,,,2.3,2.523,
228,St. Lucia,LCA,181889.0,17837.0,33973.0,75.907,298.17868849999996,9560.0,,,1.3,,29.266999600000005
229,St. Martin (French part),MAF,37264.0,,,79.72195122,672.0588235,,,,,,
230,St. Vincent and the Grenadines,VCT,110210.0,10569.0,57527.0,72.3,282.5897436,7340.0,,,2.6,0.6587,17.8539995
231,Sub-Saharan Africa,SSF,1078306520.0,32216623.0,433229303.0,60.88000237,50.76208431,1517.053686,,,,0.21964539600000002,73.93106709999999
232,Sub-Saharan Africa (excluding high income),SSA,1078209758.0,32209274.0,433174448.0,60.87877747,50.75862834,1515.7876880000001,,,,0.219576267,73.93106709999999
233,Sub-Saharan Africa (IDA & IBRD countries),TSS,1078306520.0,32216623.0,433229303.0,60.88000237,50.76208431,1517.053686,,,,0.21964539600000002,73.93106709999999
234,Sudan,SDN,41801533.0,1496980.0,14480887.0,64.881,,1560.0,,,0.8,0.41,40.03600121
235,Suriname,SUR,575991.0,39780.0,380500.0,71.46300000000001,3.69225,5210.0,,,3.1,1.2265,12.09500027
236,Sweden,SWE,10183175.0,2046362.0,8903252.0,82.30731707,25.00104343,55490.0,,,2.6,5.3996,6.235000178
237,Syrian Arab Republic,SYR,16906283.0,761311.0,9156781.0,70.967,92.06710777,,,,1.5,1.22,34.37100077
238,Tajikistan,TJK,9100837.0,275017.0,2469421.0,70.64699999999999,65.57271417,1010.0,34.14921005,39.28872976,4.8,1.7003,45.13000107
239,Tanzania,TZA,56318348.0,1465009.0,19022085.0,64.479,63.57907879999999,1020.0,1.293199423,12.88378539,0.7,0.0399,82.71999741
240,Thailand,THA,69428524.0,8262614.0,34678853.0,76.683,135.89720680000002,6610.0,40.72341878,79.38444493,2.1,0.8096,47.31700039
241,Timor-Leste,TLS,1267972.0,54732.0,387720.0,69.007,85.27047747,1820.0,1.240626354,35.32840983,5.9,0.7197,71.11399841
242,Togo,TGO,7889094.0,226375.0,3289910.0,60.489,145.0467733,660.0,3.009575378,3.009575378,0.7,0.0487,77.37500191
243,Tonga,TON,103197.0,6144.0,23870.0,70.70100000000001,143.3291667,4300.0,,,2.6,0.5223,53.27199936
244,Trinidad and Tobago,TTO,1389858.0,149201.0,739182.0,73.245,270.92748539999997,15950.0,,,3.0,2.6697,18.10300061
245,Tunisia,TUN,11565204.0,961725.0,7973630.0,76.31,74.44132338,3500.0,,14.42593159,2.3,1.2722,20.60400033
246,Turkmenistan,TKM,5850908.0,258998.0,3018659.0,67.956,12.45059477,6740.0,,,7.4,2.2248,23.56099927
247,Turks and Caicos Islands,TCA,37665.0,,35065.0,,39.64736842,26740.0,,,,,
248,Tuvalu,TUV,11508.0,,7179.0,,383.6,5430.0,,,,0.9174,
249,Uganda,UGA,42723139.0,829251.0,10156999.0,62.516000000000005,213.06173450000003,620.0,0.881115932,60.71393176,0.5,0.0908,75.11900043
250,Ukraine,UKR,44622516.0,7333571.0,30946607.0,71.78097561,77.02966735,2660.0,51.42216306,70.30831255,8.8,3.0075,14.81700024
251,United Arab Emirates,ARE,9630959.0,104496.0,8332898.0,77.64699999999999,135.6091101,40880.0,,,1.2,2.3944,0.71100001
252,Upper middle income,UMC,2655635719.0,266365072.0,1757694779.0,75.52253325,45.46917663,8869.405874,,,3.849647335,1.971289069,37.22888742
253,Uruguay,URY,3449299.0,510997.0,3288355.0,77.632,19.70802765,15650.0,36.55704229,79.81702852,2.8,5.0499,23.904000399999997
254,Uzbekistan,UZB,32955400.0,1456345.0,16635227.0,71.388,77.46920545,2020.0,,,4.0,2.3685,40.04900169
255,Vanuatu,VUT,292680.0,10654.0,73972.0,70.172,24.00984413,3130.0,,,,0.1706,70.72399902
256,"Venezuela, RB",VEN,28870195.0,2097993.0,25465822.0,72.24600000000001,32.73079191,13080.0,,,0.8,,32.93200064
257,Vietnam,VNM,95540395.0,6950543.0,34317154.0,75.241,308.1252459,2360.0,15.24924327,34.85793265,2.6,0.8199,54.55900002
258,Virgin Islands (U.S.),VIR,106977.0,20634.0,102399.0,79.4195122,305.6485714,,,,,,10.20600012
259,West Bank and Gaza,PSE,4569087.0,143163.0,3479999.0,73.74,758.9845515,3710.0,,,,,22.93400002
260,World,WLD,7594270356.0,673618927.0,4196356648.0,72.38300866,59.63623626,11123.77294,,,2.7047692810000004,1.502125872,44.99665121
261,"Yemen, Rep.",YEM,28498687.0,819699.0,10442489.0,66.086,53.97785291,1460.0,,,0.7,0.3104,45.39799786
262,Zambia,ZMB,17351822.0,364332.0,7551686.0,63.043,23.3414789,1430.0,1.0525730690000001,1.621688864,2.0,0.0913,77.78099823
263,Zimbabwe,ZWE,14439018.0,424438.0,4650663.0,60.812,37.32459093,1790.0,2.655039973,29.55185645,1.7,0.0763,65.65199852
