,Country/Region,date,deaths,confirmed,Total_Pop,Pop_Over_65,Urban_Pop,Life_Expectancy,Pop_Desity,GNI_Per_Capita,Vulnerable_emp_last,log_Total_Pop,log_GNI_Per_Capita,log_Pop_Over_65
53,Western Sahara,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
54,Spain,1/22/20,1.0,1.0,46723749.0,9054365.0,37528982.0,83.32926829,93.52905826,29340.0,11.36199993,17.65976315867411,10.286741134279072,16.018757630282945
55,Estonia,1/22/20,1.0,1.0,1320884.0,259241.0,909825.0,77.64146341,30.38610536,21140.0,5.504000082999999,14.093812524453767,9.958969561995133,12.46551726737071
56,Ethiopia,1/22/20,1.0,1.0,109224559.0,3824097.0,22678295.0,65.872,109.22455900000001,790.0,85.98099899,18.50891650441188,6.673297967767654,15.15683318044011
57,Finland,1/22/20,1.0,1.0,5518050.0,1198564.0,4711421.0,81.42926829,18.15685565,48280.0,9.225000232000001,15.523535276195815,10.784793387507323,13.996635565845683
58,Fiji,1/22/20,1.0,1.0,883483.0,48147.0,496942.0,67.252,48.35703339,5860.0,43.28199959,13.691628460787298,8.676075516476429,10.782034879499625
59,France,1/22/20,1.0,1.0,66987244.0,13420643.0,53887219.0,82.52439024,122.33839569999999,41080.0,7.44200021,18.020012786097645,10.623301006492076,16.412304676433916
60,Gabon,1/22/20,1.0,1.0,2119275.0,75529.0,1893996.0,65.839,8.224764233,6830.0,31.53200078,14.566585078886606,8.82922635473185,11.232285207307493
61,United Kingdom,1/22/20,1.0,1.0,66488991.0,12231225.0,55450489.0,81.15609756,274.82739219999996,41770.0,12.92399985,18.01254695808926,10.639957597831893,16.319502747937577
62,Georgia,1/22/20,1.0,1.0,3731000.0,554631.0,2187560.0,73.414,65.27520207,4440.0,49.24500084,15.132187120227917,8.398634855292102,13.226060109741974
63,Ghana,1/22/20,1.0,1.0,29767108.0,913522.0,16687441.0,63.463,130.8214292,2130.0,68.86299992,17.208914617090606,7.664346632098617,13.725063832370488
64,Guinea,1/22/20,1.0,1.0,12414318.0,363246.0,4486535.0,60.706,50.52221227,850.0,89.94799995,16.33436112241952,6.7464121285733745,12.802838322623478
65,Gambia,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
66,Guinea-Bissau,1/22/20,1.0,1.0,1874309.0,52925.0,812700.0,57.673,66.65394737,750.0,78.34399986,14.443751149658032,6.621405651764134,10.876649990486822
67,Equatorial Guinea,1/22/20,1.0,1.0,1308974.0,32173.0,944333.0,58.06100000000001,46.66573975,6840.0,55.8010006,14.084754946161148,8.830689198760998,10.378913951950253
68,Greece,1/22/20,1.0,1.0,10727668.0,2323106.0,8481080.0,81.38780488,83.22473235,19770.0,26.66300058,16.188336849627245,9.89197149657488,14.658416071819618
69,Grenada,1/22/20,1.0,1.0,111454.0,10724.0,40427.0,72.388,327.8058824,9650.0,31.869500754999997,11.621376200975032,9.174816815907135,9.280332743796217
70,Guatemala,1/22/20,1.0,1.0,17247807.0,829977.0,8805695.0,73.81,160.9537794,4400.0,34.52200031,16.663195620903487,8.38958706681109,13.629154473397394
71,Guyana,1/22/20,1.0,1.0,779004.0,50248.0,207262.0,69.624,3.957348235,4770.0,56.82600117,13.565772743317524,8.470311205516108,10.824745925225793
72,Honduras,1/22/20,1.0,1.0,9587522.0,449714.0,5474092.0,74.898,85.68703191,2350.0,40.54699993,16.075973123611746,7.762596048540069,13.016369327772894
73,Croatia,1/22/20,1.0,1.0,4089400.0,836096.0,2328791.0,77.82682927,73.077198,14000.0,7.519999743,15.223909062525712,9.546884034617925,13.636499914044164
74,Haiti,1/22/20,1.0,1.0,11123176.0,550531.0,6148669.0,63.29,403.5985486,800.0,84.94000030000001,16.224541507420675,6.68586094706836,13.21864036242911
75,Hungary,1/22/20,1.0,1.0,9768785.0,1871477.0,6970126.0,76.06341463,107.9066055,14780.0,5.688999921000001,16.094702758365862,9.601097851212073,14.44223905098101
76,Indonesia,1/22/20,1.0,1.0,267663435.0,15677491.0,148084795.0,71.282,147.75219009999998,3840.0,47.22200108,19.405240913431605,8.253488028345904,16.56773661111374
77,India,1/22/20,1.0,1.0,1352617328.0,83591151.0,460295677.0,69.165,454.9380726,2020.0,76.69500256,21.025307314645108,7.611347717403621,18.24144823513319
78,Ireland,1/22/20,1.0,1.0,4853506.0,672978.0,3065960.0,81.95609756,70.45298302,61390.0,10.85500044,15.395212094391542,11.025018523586803,13.419469404573901
79,Iran,1/22/20,1.0,1.0,81800269.0,5058998.0,61266765.0,76.271,50.22242012,5470.0,41.24199963,18.219791102301023,8.607216694063826,15.43667919560653
80,Iraq,1/22/20,1.0,1.0,38433600.0,1277379.0,27085311.0,70.294,88.53057004,5040.0,25.85400033,17.464442660987515,8.525359754082631,14.060321663184176
81,Iceland,1/22/20,1.0,1.0,353574.0,52312.0,331698.0,82.20487805,3.526922693,67960.0,7.939999834,12.775850905888701,11.126689290215575,10.865000185131196
82,Israel,1/22/20,1.0,1.0,8883800.0,1064011.0,8210230.0,82.60243902,410.52680219999996,40920.0,8.228000283,15.999740063925675,10.619398657694624,13.877557227015616
83,Italy,1/22/20,1.0,1.0,60431283.0,13749132.0,42566587.0,83.24390244,205.4507479,33730.0,17.0,17.91701747583665,10.426172574814567,16.436486325543378
84,Jamaica,1/22/20,1.0,1.0,2934855.0,258169.0,1633951.0,74.267,270.9930748,4970.0,35.72899872,14.892168947008336,8.511376306094673,12.46137356164344
85,Jordan,1/22/20,1.0,1.0,9956011.0,382957.0,9057879.0,74.292,112.1424983,4200.0,8.58400017,16.11368714777223,8.343077871169383,12.85568060157521
86,Japan,1/22/20,1.0,2.0,126529100.0,34892133.0,115920900.0,84.0997561,347.0734584,41310.0,8.392999887,18.655982887105825,10.62888408731157,17.367771974949743
87,Kazakhstan,1/22/20,1.0,1.0,18276499.0,1350971.0,10495828.0,72.95,6.769825907,8070.0,25.84799954,16.721126639575157,8.996032669324372,14.116334891338962
88,Kenya,1/22/20,1.0,1.0,51393010.0,1202178.0,13891531.0,65.90899999999999,90.29941666,1620.0,53.49499893,17.755012748417613,7.390798521735676,13.999646301459254
89,Kyrgyzstan,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
90,Cambodia,1/22/20,1.0,1.0,16249798.0,742401.0,3800503.0,69.289,92.05641287,1390.0,50.77499962,16.60359109743275,7.237778191923443,13.517646154416017
91,Saint Kitts and Nevis,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
92,"Korea, South",1/22/20,1.0,1.0,51635256.0,7445058.0,42061563.0,82.62682927,529.6521036,30600.0,23.520000699999997,17.759715272319372,10.328787967145063,15.823061148850579
93,Kuwait,1/22/20,1.0,1.0,4137309.0,105521.0,4137309.0,75.311,232.1722222,34290.0,1.060999978,15.235556376162883,10.442638208053022,11.56667474096442
94,Laos,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
95,Lebanon,1/22/20,1.0,1.0,6848925.0,479587.0,6067668.0,78.833,669.4941349,7920.0,27.58699918,15.739602409624666,8.97727273946428,13.08068268097176
96,Liberia,1/22/20,1.0,1.0,4818977.0,156782.0,2464955.0,63.295,50.03090739,610.0,77.70799923,15.388072430349546,6.415096959171596,11.962617962653402
97,Libya,1/22/20,1.0,1.0,6678567.0,293325.0,5349666.0,72.52,3.7956323810000003,6400.0,5.711000025,15.714414151274541,8.764209507142004,12.589039897473775
98,Saint Lucia,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
99,Liechtenstein,1/22/20,1.0,1.0,37910.0,615946.0,5436.0,82.25853659,236.9375,5670.0,31.869500754999997,10.54299658642679,8.643120748014027,13.330916199853053
100,Sri Lanka,1/22/20,1.0,1.0,21670000.0,2269547.0,4003749.0,76.648,345.558922,4060.0,38.88999987,16.89143941965929,8.309184527686298,14.635091250688046
101,Lithuania,1/22/20,1.0,1.0,2789533.0,549678.0,1887928.0,74.67073171,44.53135138,17430.0,9.517999709,14.8413851147577,9.766005509214866,13.217089750463018
102,Luxembourg,1/22/20,1.0,1.0,607728.0,86195.0,552917.0,82.68536585,250.0938272,70870.0,6.2210000160000005,13.317484337899765,11.168616602047633,11.364379051862802
103,Latvia,1/22/20,1.0,1.0,1926542.0,386149.0,1312784.0,74.68048780000001,30.98330653,16510.0,7.909000158,14.471237763069176,9.711782104431833,12.86398117399741
104,Morocco,1/22/20,1.0,1.0,36029138.0,2526689.0,22501278.0,76.218,80.72851893,3090.0,48.81599998,17.399838585686037,8.036249942132116,14.7424207037363
105,Monaco,1/22/20,1.0,1.0,38682.0,615946.0,38682.0,74.292,19196.0,5670.0,31.869500754999997,10.563155506021905,8.643120748014027,13.330916199853053
106,Moldova,1/22/20,1.0,1.0,3545883.0,406697.0,1511574.0,71.717,123.5198035,2980.0,34.25500035,15.08129805216525,8.000014093678072,12.915826174253521
107,Madagascar,1/22/20,1.0,1.0,26262368.0,784383.0,9767237.0,66.311,45.13985562,510.0,85.2480011,17.083647636022047,6.236369590203704,13.572653975340044
108,Maldives,1/22/20,1.0,1.0,515696.0,19098.0,205288.0,78.325,1718.9866670000001,9280.0,19.34999919,13.153274662686469,9.135724578595394,9.857391256643155
109,Mexico,1/22/20,1.0,1.0,126190788.0,9115625.0,101149488.0,74.947,64.91462641,9180.0,26.81899929,18.653305518085972,9.1248914101437,16.025500641739967
110,North Macedonia,1/22/20,1.0,1.0,2082958.0,284744.0,1207345.0,75.589,82.59151467,5450.0,19.10099983,14.549300036900089,8.603554357064281,12.559349321892752
111,Mali,1/22/20,1.0,1.0,19077690.0,478322.0,8080546.0,58.452,15.63501586,840.0,89.62799835,16.764030199889806,6.734591659972948,13.078041515486948
112,Malta,1/22/20,1.0,1.0,483530.0,98395.0,457477.0,82.45365854,1511.03125,26480.0,9.834999964,13.088870707642284,10.184182773688342,11.49675543180759
113,Burma,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
114,Montenegro,1/22/20,1.0,1.0,622345.0,93196.0,415807.0,76.667,46.27100372,8430.0,13.26700044,13.341251487156923,9.039670667922676,11.44247081131441
115,Mongolia,1/22/20,1.0,1.0,3170208.0,129457.0,2169849.0,69.509,2.040608667,3660.0,48.90499926,14.969308074279507,8.205491613120236,11.771111783192897
116,Mozambique,1/22/20,1.0,1.0,29495962.0,852659.0,10615007.0,59.309,37.50853531,460.0,83.08600235,17.199763964487953,6.133398042996649,13.656116153813961
117,Mauritania,1/22/20,1.0,1.0,4403319.0,138313.0,2363349.0,64.464,4.272163578,1160.0,52.81000137,15.29786935981673,7.057036981697891,11.837281741741377
118,Mauritius,1/22/20,1.0,1.0,1265303.0,145183.0,516155.0,74.51463415,623.3019704,12050.0,16.25899959,14.050822967477977,9.396902923027392,11.88575718246369
119,Malawi,1/22/20,1.0,1.0,18143315.0,479970.0,3072933.0,63.278999999999996,192.4407616,360.0,59.53000069,16.713812786386313,5.8888779583328805,13.081480964392247
120,Malaysia,1/22/20,1.0,1.0,31528585.0,2103510.0,23973075.0,75.828,95.96282149,10590.0,21.79099989,17.26640518433738,9.267759862843668,14.559118411378645
121,Namibia,1/22/20,1.0,1.0,2448255.0,89019.0,1224911.0,63.021,2.973745582,5220.0,24.73599935,14.710886492310152,8.560444233410552,11.396616342569846
122,Niger,1/22/20,1.0,1.0,22442948.0,582396.0,3686254.0,61.599,17.71765059,390.0,89.05999947,16.926487047096597,5.968707559985366,13.274907624752446
123,Nigeria,1/22/20,1.0,1.0,195874740.0,5381418.0,98611179.0,53.95,215.06498900000003,1960.0,78.33800125,19.09298593636773,7.581209826196346,15.498462652007666
124,Nicaragua,1/22/20,1.0,1.0,6465513.0,339278.0,3783748.0,74.068,53.72704836,2030.0,39.38899994,15.681993072054807,7.616283561580385,12.734578056726066
125,Netherlands,1/22/20,1.0,1.0,17231017.0,3307699.0,15764657.0,81.56097561,511.45791039999995,51260.0,12.65999976,16.662221689753558,10.844685508116383,15.01176364177499
126,Norway,1/22/20,1.0,1.0,5314336.0,906053.0,4370935.0,82.5097561,14.55491954,80610.0,4.731999978,15.48591882067913,11.297390395609458,13.716854185897956
127,Nepal,1/22/20,1.0,1.0,28087871.0,1608781.0,5544546.0,70.169,195.9391071,970.0,79.38199997,17.150848439713783,6.878326468291325,14.290987928914538
128,New Zealand,1/22/20,1.0,1.0,4885500.0,764699.0,4227814.0,81.65853659,18.55417569,40640.0,12.34000021,15.401782397053854,10.612532688248846,13.547238879032317
129,Oman,1/22/20,1.0,1.0,4829483.0,115559.0,4082797.0,77.393,15.6041454,15140.0,2.556999967,15.390250187623643,9.625161575008372,11.657545154580172
130,Pakistan,1/22/20,1.0,1.0,212215030.0,9152355.0,77810763.0,66.947,275.28931869999997,1590.0,59.25,19.173110615754297,7.372118028337787,16.029521890446585
131,Panama,1/22/20,1.0,1.0,4176873.0,338524.0,2828119.0,78.149,56.18607748,14370.0,32.20700073,15.245073677834005,9.572967566074247,12.732353223851025
132,Peru,1/22/20,1.0,1.0,31989256.0,2587417.0,24921870.0,76.286,24.99160625,6470.0,50.95499897,17.280910685647846,8.775085935057266,14.76617102523234
133,Philippines,1/22/20,1.0,1.0,106651922.0,5463318.0,50027217.0,70.952,357.6883053,3830.0,33.83599949,18.485081033661412,8.25088114470065,15.513567038497516
134,Papua New Guinea,1/22/20,1.0,1.0,8606316.0,296511.0,1133366.0,64.01,19.00436338,2570.0,78.32900047,15.96800702646874,7.852050207265889,12.59984296877632
135,Poland,1/22/20,1.0,1.0,37978548.0,6653012.0,22809156.0,77.85121951,124.0358862,14100.0,16.25,17.452532058300548,9.55400099583723,15.710580392727827
136,Portugal,1/22/20,1.0,1.0,10281762.0,2257243.0,6704840.0,81.12439024,112.2394535,21990.0,12.22599974,16.145882301341658,9.998388557730848,14.629655158064521
137,Paraguay,1/22/20,1.0,1.0,6956071.0,447290.0,4283896.0,73.992,17.50835892,5670.0,38.44999981,15.75512550517905,8.643120748014027,13.01096466849417
138,West Bank and Gaza,1/22/20,1.0,1.0,4569087.0,143163.0,3479999.0,73.74,758.9845515,3710.0,22.93400002,15.33482418059193,8.219056661060598,11.871746105255204
139,Qatar,1/22/20,1.0,1.0,2781677.0,38111.0,2757615.0,79.98100000000001,239.5931955,61150.0,0.133999999,14.838564900697648,11.021101494211369,10.548284472155027
140,Romania,1/22/20,1.0,1.0,19473936.0,3571267.0,10515536.0,75.3097561,84.63984701,11290.0,25.20800018,16.784587565432933,9.331761227180522,15.08843127276643
141,Russia,1/22/20,1.0,1.0,144478050.0,21201732.0,107539347.0,72.11902439,8.822079555,10230.0,5.24699989,18.788638157785595,9.23317760587894,16.869593481584296
142,Rwanda,1/22/20,1.0,1.0,12301939.0,361455.0,2117287.0,68.34100000000001,498.65987029999997,780.0,68.64900017,16.325267531482826,6.660575149839686,12.797895598097004
143,Saudi Arabia,1/22/20,1.0,1.0,33699947.0,1116846.0,28255384.0,74.874,15.67665431,21600.0,2.9610000160000003,17.333006852294695,9.980494888896912,13.926020094631937
144,Sudan,1/22/20,1.0,1.0,41801533.0,1496980.0,14480887.0,64.881,84.95516223999999,1560.0,40.03600121,17.548443595386203,7.353081920515432,14.218960971270452
145,Senegal,1/22/20,1.0,1.0,15854360.0,489396.0,7481990.0,67.38,82.34747832,1410.0,65.05900192,16.578955162398792,7.252053951852814,13.100929300016873
146,Singapore,1/22/20,1.0,1.0,5638676.0,646383.0,5638676.0,82.89512195,7952.998418000001,58770.0,9.763999879,15.545160021489263,10.981403814946026,13.379149033407428
147,Sierra Leone,1/22/20,1.0,1.0,7650154.0,226946.0,3217272.0,53.895,105.98717099999999,490.0,86.22300291,15.850236467035367,6.19644412779452,12.332471789026588
148,El Salvador,1/22/20,1.0,1.0,6420744.0,532093.0,4624412.0,72.872,309.8814672,3820.0,36.07399988,15.675044712547312,8.2482674474469,13.18457544444496
149,San Marino,1/22/20,1.0,1.0,33785.0,615946.0,32848.0,85.41707317,563.0833332999999,5670.0,31.869500754999997,10.427801794482674,8.643120748014027,13.330916199853053
150,Somalia,1/22/20,1.0,1.0,15008154.0,431231.0,6749317.0,56.708999999999996,23.923476899999997,5670.0,77.69900131,16.52410427799997,8.643120748014027,12.97440150732617
151,Serbia,1/22/20,1.0,1.0,6982084.0,1280919.0,3916391.0,76.08780488,79.83174022,6390.0,27.11000061,15.758858140735144,8.762646029650282,14.06308912771872
152,South Sudan,1/22/20,1.0,1.0,10975920.0,373015.0,2152927.0,57.365,84.95516223999999,1130.0,87.22299957,16.211214431400034,7.030857476116121,12.829376593148329
153,Sao Tome and Principe,1/22/20,1.0,1.0,211028.0,6174.0,153635.0,69.933,219.8208333,1890.0,46.83200073,12.259750843772382,7.544861068658458,8.728264161496178
154,Suriname,1/22/20,1.0,1.0,575991.0,39780.0,380500.0,71.46300000000001,3.69225,5210.0,12.09500027,13.263849050692688,8.558527054909215,10.591144690352435
155,Slovakia,1/22/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
156,Slovenia,1/22/20,1.0,1.0,2067372.0,405347.0,1127565.0,81.17560976,102.6398595,24580.0,10.58500004,14.541789277149263,10.109729065774982,12.912501236396034
157,Sweden,1/22/20,1.0,1.0,10183175.0,2046362.0,8903252.0,82.30731707,25.00104343,55490.0,6.235000178,16.136247504712582,10.923976124422659,14.531574629111596
158,Eswatini,1/22/20,1.0,1.0,1136191.0,45613.0,270402.0,58.318999999999996,66.05761628,3930.0,32.876000399999995,13.94319287806647,8.27664912542186,10.727969965926095
159,Seychelles,1/22/20,1.0,1.0,96762.0,7349.0,54855.0,74.3,210.3521739,15600.0,31.869500754999997,11.480019968790666,9.65509029374725,8.902455592206882
