,Country/Region,date,deaths,confirmed,Total_Pop,Pop_Over_65,Urban_Pop,Life_Expectancy,Pop_Desity,GNI_Per_Capita,Vulnerable_emp_last,log_Total_Pop,log_GNI_Per_Capita,log_Pop_Over_65
703,Serbia,1/25/20,1.0,1.0,6982084.0,1280919.0,3916391.0,76.08780488,79.83174022,6390.0,27.11000061,15.758858140735144,8.762646029650282,14.06308912771872
704,South Sudan,1/25/20,1.0,1.0,10975920.0,373015.0,2152927.0,57.365,84.95516223999999,1130.0,87.22299957,16.211214431400034,7.030857476116121,12.829376593148329
705,Sao Tome and Principe,1/25/20,1.0,1.0,211028.0,6174.0,153635.0,69.933,219.8208333,1890.0,46.83200073,12.259750843772382,7.544861068658458,8.728264161496178
706,Suriname,1/25/20,1.0,1.0,575991.0,39780.0,380500.0,71.46300000000001,3.69225,5210.0,12.09500027,13.263849050692688,8.558527054909215,10.591144690352435
707,Slovakia,1/25/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
708,Slovenia,1/25/20,1.0,1.0,2067372.0,405347.0,1127565.0,81.17560976,102.6398595,24580.0,10.58500004,14.541789277149263,10.109729065774982,12.912501236396034
709,Sweden,1/25/20,1.0,1.0,10183175.0,2046362.0,8903252.0,82.30731707,25.00104343,55490.0,6.235000178,16.136247504712582,10.923976124422659,14.531574629111596
710,Eswatini,1/25/20,1.0,1.0,1136191.0,45613.0,270402.0,58.318999999999996,66.05761628,3930.0,32.876000399999995,13.94319287806647,8.27664912542186,10.727969965926095
711,Seychelles,1/25/20,1.0,1.0,96762.0,7349.0,54855.0,74.3,210.3521739,15600.0,31.869500754999997,11.480019968790666,9.65509029374725,8.902455592206882
712,Syria,1/25/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
713,Chad,1/25/20,1.0,1.0,15477751.0,383929.0,3569015.0,53.711999999999996,12.29173364,670.0,93.10099792,16.55491419594222,6.508769136971682,12.858215523286052
714,Togo,1/25/20,1.0,1.0,7889094.0,226375.0,3289910.0,60.489,145.0467733,660.0,77.37500191,15.880991984088636,6.493753839851686,12.329952612624881
715,Thailand,1/25/20,1.0,7.0,69428524.0,8262614.0,34678853.0,76.683,135.89720680000002,6610.0,47.31700039,18.05580836408495,8.796490207333578,15.927251681350818
716,Tajikistan,1/25/20,1.0,1.0,9100837.0,275017.0,2469421.0,70.64699999999999,65.57271417,1010.0,45.13000107,16.023877055159335,6.918695219020472,12.524591829052108
717,Timor-Leste,1/25/20,1.0,1.0,1267972.0,54732.0,387720.0,69.007,85.27047747,1820.0,71.11399841,14.052930120377207,7.507141079727608,10.910222097179828
718,Trinidad and Tobago,1/25/20,1.0,1.0,1389858.0,149201.0,739182.0,73.245,270.92748539999997,15950.0,18.10300061,14.144712861112685,9.677276802172448,11.913056371487691
719,Tunisia,1/25/20,1.0,1.0,11565204.0,961725.0,7973630.0,76.31,74.44132338,3500.0,20.60400033,16.26351157938768,8.160803920954665,13.776484865793165
720,Turkey,1/25/20,1.0,1.0,82319724.0,6983357.0,61857510.0,77.161,106.96012890000002,10420.0,28.00899887,18.226121308862524,9.251578279992428,15.759040447877643
721,Taiwan*,1/25/20,1.0,3.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
722,Tanzania,1/25/20,1.0,1.0,56318348.0,1465009.0,19022085.0,64.479,63.57907879999999,1020.0,82.71999741,17.846530954753696,6.928537818164665,14.197372626348574
723,Uganda,1/25/20,1.0,1.0,42723139.0,829251.0,10156999.0,62.516000000000005,213.06173450000003,620.0,75.11900043,17.57025125178774,6.431331081933479,13.628279368624298
724,Ukraine,1/25/20,1.0,1.0,44622516.0,7333571.0,30946607.0,71.78097561,77.02966735,2660.0,14.81700024,17.613749155059452,7.886457270977689,15.807973267579435
725,Uruguay,1/25/20,1.0,1.0,3449299.0,510997.0,3288355.0,77.632,19.70802765,15650.0,23.904000399999997,15.053681869870122,9.658290091690503,13.144120955283856
726,US,1/25/20,1.0,2.0,327167434.0,51717496.0,269114845.0,78.53902439,35.76608858,63080.0,3.7339999410000004,19.60598263145618,11.052174893836543,17.761306715491894
727,Uzbekistan,1/25/20,1.0,1.0,32955400.0,1456345.0,16635227.0,71.388,77.46920545,2020.0,40.04900169,17.310665720502953,7.611347717403621,14.19144111687012
728,Holy See,1/25/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
729,Saint Vincent and the Grenadines,1/25/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
730,Venezuela,1/25/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
731,Vietnam,1/25/20,1.0,2.0,95540395.0,6950543.0,34317154.0,75.241,308.1252459,2360.0,54.55900002,18.37505971077829,7.766840537085513,15.754330487859068
732,Yemen,1/25/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
733,South Africa,1/25/20,1.0,1.0,57779622.0,3072723.0,38339668.0,63.538000000000004,47.63011978,5750.0,9.753000319,17.87214672823203,8.657129031713755,14.938075022565553
734,Zambia,1/25/20,1.0,1.0,17351822.0,364332.0,7551686.0,63.043,23.3414789,1430.0,77.78099823,16.669208130883572,7.266128779556451,12.805823563577064
735,Zimbabwe,1/25/20,1.0,1.0,14439018.0,424438.0,4650663.0,60.812,37.32459093,1790.0,65.65199852,16.485444752833093,7.490529402060711,12.958523575939138
736,Afghanistan,1/26/20,1.0,1.0,37172386.0,960879.0,9477100.0,64.13,56.93776001,550.0,89.3789978,17.431076758667263,6.311734809152915,13.775604810228371
737,Angola,1/26/20,1.0,1.0,30809762.0,682859.0,20184707.0,60.379,24.71305206,3370.0,67.08900166,17.243342178235572,8.12296471523406,13.43404513950399
738,Albania,1/26/20,1.0,1.0,2866376.0,393976.0,1728969.0,78.333,104.6122628,4860.0,54.85400009,14.868559420938455,8.488999457045455,12.88404781094163
739,Andorra,1/26/20,1.0,1.0,77006.0,615946.0,67813.0,74.292,163.8425532,5670.0,31.869500754999997,11.251651605794748,8.643120748014027,13.330916199853053
740,United Arab Emirates,1/26/20,1.0,1.0,9630959.0,104496.0,8332898.0,77.64699999999999,135.6091101,40880.0,0.71100001,16.08049346727926,10.618420686417931,11.556913641840945
741,Argentina,1/26/20,1.0,1.0,44494502.0,4946805.0,40877099.0,76.372,16.2585101,12390.0,21.5019995,17.610876211416358,9.424725681616493,15.414252673754616
742,Armenia,1/26/20,1.0,1.0,2951776.0,332187.0,1864017.0,74.797,103.6802248,4230.0,40.21000099,14.89791791984364,8.350193650720067,12.713456352691306
743,Antigua and Barbuda,1/26/20,1.0,1.0,96286.0,8473.0,23685.0,76.752,218.83181820000001,15890.0,31.869500754999997,11.475088593865706,9.673508190212637,9.044757931186505
744,Australia,1/26/20,1.0,0.5,24992369.0,3912924.0,21496436.0,82.49756098,3.249129487,53230.0,10.72899967,17.034081136249476,10.882396212388988,15.17979573412923
745,Austria,1/26/20,1.0,1.0,8847037.0,1681076.0,5157557.0,81.64146341,107.2069267,49310.0,7.666000008999999,15.995593271697624,10.805902458874636,14.334945217409503
746,Azerbaijan,1/26/20,1.0,1.0,9942334.0,615946.0,5535892.0,72.693,120.26531990000001,4050.0,55.03899956,16.11231246050259,8.30671904320269,13.330916199853053
747,Burundi,1/26/20,1.0,1.0,11175378.0,251104.0,1456375.0,60.898,435.178271,280.0,94.64800262,16.22922361287762,5.638354669333745,12.433626457332931
748,Belgium,1/26/20,1.0,1.0,11422068.0,2146063.0,11193741.0,81.43902439,377.2149273,45910.0,10.20100009,16.251057919162257,10.734460018752944,14.579146024654461
749,Benin,1/26/20,1.0,1.0,11485048.0,373678.0,5433806.0,61.174,101.8539198,870.0,87.96699715,16.256556660530713,6.769641976852503,12.831152419085917
750,Burkina Faso,1/26/20,1.0,1.0,19751535.0,475416.0,5798656.0,60.768,72.19128289,670.0,86.40799713,16.798741818439208,6.508769136971682,13.071947592629419
751,Bangladesh,1/26/20,1.0,1.0,161356039.0,8323375.0,59107944.0,72.05199999999999,1239.5793119999998,1750.0,55.49200153,18.89912390991097,7.467942332285852,15.93457849972609
752,Bulgaria,1/26/20,1.0,1.0,7024216.0,1476625.0,5268724.0,74.81219512,64.70353721,8860.0,8.223000169,15.764874307897326,9.089414904047302,14.205270313470603
753,Bahrain,1/26/20,1.0,1.0,1569439.0,38080.0,1401305.0,77.032,2017.2737,21890.0,1.047999978,14.266229425798143,9.99383087243373,10.547470749064702
754,Bahamas,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
755,Bosnia and Herzegovina,1/26/20,1.0,1.0,3323929.0,547462.0,1603630.0,77.128,64.92048828,5740.0,19.26999998,15.01665837577063,8.655388690167637,13.213050158480492
756,Belarus,1/26/20,1.0,1.0,9485386.0,1408120.0,7455039.0,74.12926829,46.7287999,5670.0,3.4609999210000004,16.065262961784057,8.643120748014027,14.15776674950771
757,Belize,1/26/20,1.0,1.0,383071.0,18144.0,175155.0,74.365,16.79399386,4470.0,27.11899996,12.855978240051096,8.405367376233981,9.806150319647172
758,Bolivia,1/26/20,1.0,1.0,11353142.0,816512.0,7881919.0,70.945,10.48014585,3370.0,58.09999847,16.245005179857003,8.12296471523406,13.612798112882565
759,Brazil,1/26/20,1.0,1.0,209469333.0,18690609.0,181335507.0,75.456,25.06171624,9140.0,27.52400064,19.16008790952399,9.12052506765382,16.743531816673357
760,Barbados,1/26/20,1.0,1.0,286641.0,45297.0,89280.0,78.98100000000001,666.6069767000001,15410.0,15.77499981,12.56598932934774,9.642836819135377,10.721018160386105
761,Brunei,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
762,Bhutan,1/26/20,1.0,1.0,754394.0,45286.0,308509.0,71.12899999999999,19.77752777,2970.0,71.35299873,13.533671382495752,7.9966538754626075,10.720775294568275
763,Botswana,1/26/20,1.0,1.0,2254126.0,95211.0,1565400.0,68.812,3.977424876,7750.0,25.3029995,14.62827331627142,8.955577146281511,11.463861263255938
764,Central African Republic,1/26/20,1.0,1.0,4666377.0,131861.0,1930200.0,52.24,7.490412212000001,490.0,93.6269989,15.355893739855334,6.19644412779452,11.789511200154266
765,Canada,1/26/20,1.0,0.06666666666666667,37058856.0,6385985.0,30169985.0,82.24897561,4.075308214,44940.0,10.72899997,17.428017936467832,10.713105797383161,15.669616459958814
766,Switzerland,1/26/20,1.0,1.0,8516543.0,1586054.0,6284953.0,83.60243902,215.5213784,84410.0,8.983000159,15.957521182711035,11.343453003845157,14.276760359011964
767,Chile,1/26/20,1.0,1.0,18729160.0,2159435.0,16400002.0,79.90899999999999,25.18944607,14670.0,24.07000017,16.74559227896956,9.593628035139645,14.585357634453795
768,China,1/26/20,1.696969696969697,62.878787878787875,1392730000.0,152098421.0,823827650.0,76.47,148.34883330000002,9460.0,43.82800102,21.054531687401127,9.154933364704444,18.84003838242225
769,Cote d'Ivoire,1/26/20,1.0,1.0,25069229.0,716715.0,12729904.0,57.016999999999996,78.83405346,1600.0,72.35900021,17.037151755661995,7.3783837129967145,13.482434946275866
770,Cameroon,1/26/20,1.0,1.0,25216237.0,688120.0,14215401.0,58.511,53.34398891,1440.0,73.74600029,17.042998710046977,7.273092595999522,13.44171997354482
771,Congo (Brazzaville),1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
772,Congo (Kinshasa),1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
773,Colombia,1/26/20,1.0,1.0,49648685.0,4209239.0,40105215.0,76.925,44.74870212,6180.0,46.83599997,17.720482482848446,8.729235349659273,15.252792666797085
774,Comoros,1/26/20,1.0,1.0,832322.0,25028.0,241082.0,63.912,447.2444775,1380.0,64.66900158,13.631975865618857,7.2305631534092925,10.127790431570185
775,Cabo Verde,1/26/20,1.0,1.0,543767.0,25064.0,357429.0,72.57,134.9297767,3420.0,28.77499938,13.2062779642854,8.137688184977605,10.129227729697604
776,Costa Rica,1/26/20,1.0,1.0,4999441.0,477439.0,3966556.0,79.914,97.91306306,11520.0,20.07799983,15.424836864170631,9.351926736038054,13.076193776557478
777,Cuba,1/26/20,1.0,1.0,11338138.0,1721834.0,8734561.0,78.66199999999999,108.9995962,7480.0,7.9880002139999995,16.243682733449024,8.920121751872404,14.358901140563566
778,Cyprus,1/26/20,1.0,1.0,1189265.0,163156.0,794548.0,80.672,128.7083333,26300.0,11.10400039,13.988846868061499,10.177362240256695,12.00246820640293
779,Czechia,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
780,Germany,1/26/20,1.0,1.0,82927922.0,17797959.0,64113235.0,80.9902439,237.37096980000004,47090.0,5.825000048,18.233482390894892,10.759837178943316,16.694594401952887
781,Djibouti,1/26/20,1.0,1.0,958920.0,43416.0,745819.0,65.893,41.36842105,3190.0,47.27200079,13.773563972995827,8.068089626278244,10.678606348461217
782,Dominica,1/26/20,1.0,1.0,71625.0,615946.0,50483.0,74.292,95.5,7090.0,31.869500754999997,11.179213415525163,8.866581653303996,13.330916199853053
783,Denmark,1/26/20,1.0,1.0,5797446.0,1148645.0,5094448.0,81.00487805,138.0673017,60140.0,5.109000057,15.57292820619854,11.004447084272586,13.95409441536541
784,Dominican Republic,1/26/20,1.0,1.0,10627165.0,752703.0,8615868.0,73.689,219.9785759,7760.0,40.22500098,16.178924110821896,8.95686647085414,13.531427335210708
785,Algeria,1/26/20,1.0,1.0,42228429.0,2686782.0,30670086.0,76.499,17.73007507,3920.0,26.76200044,17.558604248856966,8.27410200229233,14.803855125125411
786,Ecuador,1/26/20,1.0,1.0,17084357.0,1222777.0,10903407.0,76.584,68.78868175,6110.0,46.12099934,16.65367386600373,8.717845704894916,14.016635877342038
787,Egypt,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
788,Eritrea,1/26/20,1.0,1.0,3213972.0,131254.0,1149670.0,65.538,31.82150495,720.0,78.19699859999999,14.983018424497576,6.580639137284949,11.78489727496636
789,Western Sahara,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
790,Spain,1/26/20,1.0,1.0,46723749.0,9054365.0,37528982.0,83.32926829,93.52905826,29340.0,11.36199993,17.65976315867411,10.286741134279072,16.018757630282945
791,Estonia,1/26/20,1.0,1.0,1320884.0,259241.0,909825.0,77.64146341,30.38610536,21140.0,5.504000082999999,14.093812524453767,9.958969561995133,12.46551726737071
792,Ethiopia,1/26/20,1.0,1.0,109224559.0,3824097.0,22678295.0,65.872,109.22455900000001,790.0,85.98099899,18.50891650441188,6.673297967767654,15.15683318044011
793,Finland,1/26/20,1.0,1.0,5518050.0,1198564.0,4711421.0,81.42926829,18.15685565,48280.0,9.225000232000001,15.523535276195815,10.784793387507323,13.996635565845683
794,Fiji,1/26/20,1.0,1.0,883483.0,48147.0,496942.0,67.252,48.35703339,5860.0,43.28199959,13.691628460787298,8.676075516476429,10.782034879499625
795,France,1/26/20,1.0,0.2727272727272727,66987244.0,13420643.0,53887219.0,82.52439024,122.33839569999999,41080.0,7.44200021,18.020012786097645,10.623301006492076,16.412304676433916
796,Gabon,1/26/20,1.0,1.0,2119275.0,75529.0,1893996.0,65.839,8.224764233,6830.0,31.53200078,14.566585078886606,8.82922635473185,11.232285207307493
797,United Kingdom,1/26/20,1.0,1.0,66488991.0,12231225.0,55450489.0,81.15609756,274.82739219999996,41770.0,12.92399985,18.01254695808926,10.639957597831893,16.319502747937577
798,Georgia,1/26/20,1.0,1.0,3731000.0,554631.0,2187560.0,73.414,65.27520207,4440.0,49.24500084,15.132187120227917,8.398634855292102,13.226060109741974
799,Ghana,1/26/20,1.0,1.0,29767108.0,913522.0,16687441.0,63.463,130.8214292,2130.0,68.86299992,17.208914617090606,7.664346632098617,13.725063832370488
800,Guinea,1/26/20,1.0,1.0,12414318.0,363246.0,4486535.0,60.706,50.52221227,850.0,89.94799995,16.33436112241952,6.7464121285733745,12.802838322623478
801,Gambia,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
802,Guinea-Bissau,1/26/20,1.0,1.0,1874309.0,52925.0,812700.0,57.673,66.65394737,750.0,78.34399986,14.443751149658032,6.621405651764134,10.876649990486822
803,Equatorial Guinea,1/26/20,1.0,1.0,1308974.0,32173.0,944333.0,58.06100000000001,46.66573975,6840.0,55.8010006,14.084754946161148,8.830689198760998,10.378913951950253
804,Greece,1/26/20,1.0,1.0,10727668.0,2323106.0,8481080.0,81.38780488,83.22473235,19770.0,26.66300058,16.188336849627245,9.89197149657488,14.658416071819618
805,Grenada,1/26/20,1.0,1.0,111454.0,10724.0,40427.0,72.388,327.8058824,9650.0,31.869500754999997,11.621376200975032,9.174816815907135,9.280332743796217
806,Guatemala,1/26/20,1.0,1.0,17247807.0,829977.0,8805695.0,73.81,160.9537794,4400.0,34.52200031,16.663195620903487,8.38958706681109,13.629154473397394
807,Guyana,1/26/20,1.0,1.0,779004.0,50248.0,207262.0,69.624,3.957348235,4770.0,56.82600117,13.565772743317524,8.470311205516108,10.824745925225793
808,Honduras,1/26/20,1.0,1.0,9587522.0,449714.0,5474092.0,74.898,85.68703191,2350.0,40.54699993,16.075973123611746,7.762596048540069,13.016369327772894
809,Croatia,1/26/20,1.0,1.0,4089400.0,836096.0,2328791.0,77.82682927,73.077198,14000.0,7.519999743,15.223909062525712,9.546884034617925,13.636499914044164
810,Haiti,1/26/20,1.0,1.0,11123176.0,550531.0,6148669.0,63.29,403.5985486,800.0,84.94000030000001,16.224541507420675,6.68586094706836,13.21864036242911
811,Hungary,1/26/20,1.0,1.0,9768785.0,1871477.0,6970126.0,76.06341463,107.9066055,14780.0,5.688999921000001,16.094702758365862,9.601097851212073,14.44223905098101
812,Indonesia,1/26/20,1.0,1.0,267663435.0,15677491.0,148084795.0,71.282,147.75219009999998,3840.0,47.22200108,19.405240913431605,8.253488028345904,16.56773661111374
813,India,1/26/20,1.0,1.0,1352617328.0,83591151.0,460295677.0,69.165,454.9380726,2020.0,76.69500256,21.025307314645108,7.611347717403621,18.24144823513319
814,Ireland,1/26/20,1.0,1.0,4853506.0,672978.0,3065960.0,81.95609756,70.45298302,61390.0,10.85500044,15.395212094391542,11.025018523586803,13.419469404573901
815,Iran,1/26/20,1.0,1.0,81800269.0,5058998.0,61266765.0,76.271,50.22242012,5470.0,41.24199963,18.219791102301023,8.607216694063826,15.43667919560653
816,Iraq,1/26/20,1.0,1.0,38433600.0,1277379.0,27085311.0,70.294,88.53057004,5040.0,25.85400033,17.464442660987515,8.525359754082631,14.060321663184176
817,Iceland,1/26/20,1.0,1.0,353574.0,52312.0,331698.0,82.20487805,3.526922693,67960.0,7.939999834,12.775850905888701,11.126689290215575,10.865000185131196
818,Israel,1/26/20,1.0,1.0,8883800.0,1064011.0,8210230.0,82.60243902,410.52680219999996,40920.0,8.228000283,15.999740063925675,10.619398657694624,13.877557227015616
819,Italy,1/26/20,1.0,1.0,60431283.0,13749132.0,42566587.0,83.24390244,205.4507479,33730.0,17.0,17.91701747583665,10.426172574814567,16.436486325543378
820,Jamaica,1/26/20,1.0,1.0,2934855.0,258169.0,1633951.0,74.267,270.9930748,4970.0,35.72899872,14.892168947008336,8.511376306094673,12.46137356164344
821,Jordan,1/26/20,1.0,1.0,9956011.0,382957.0,9057879.0,74.292,112.1424983,4200.0,8.58400017,16.11368714777223,8.343077871169383,12.85568060157521
822,Japan,1/26/20,1.0,4.0,126529100.0,34892133.0,115920900.0,84.0997561,347.0734584,41310.0,8.392999887,18.655982887105825,10.62888408731157,17.367771974949743
823,Kazakhstan,1/26/20,1.0,1.0,18276499.0,1350971.0,10495828.0,72.95,6.769825907,8070.0,25.84799954,16.721126639575157,8.996032669324372,14.116334891338962
824,Kenya,1/26/20,1.0,1.0,51393010.0,1202178.0,13891531.0,65.90899999999999,90.29941666,1620.0,53.49499893,17.755012748417613,7.390798521735676,13.999646301459254
825,Kyrgyzstan,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
826,Cambodia,1/26/20,1.0,1.0,16249798.0,742401.0,3800503.0,69.289,92.05641287,1390.0,50.77499962,16.60359109743275,7.237778191923443,13.517646154416017
827,Saint Kitts and Nevis,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
828,"Korea, South",1/26/20,1.0,3.0,51635256.0,7445058.0,42061563.0,82.62682927,529.6521036,30600.0,23.520000699999997,17.759715272319372,10.328787967145063,15.823061148850579
829,Kuwait,1/26/20,1.0,1.0,4137309.0,105521.0,4137309.0,75.311,232.1722222,34290.0,1.060999978,15.235556376162883,10.442638208053022,11.56667474096442
830,Laos,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
831,Lebanon,1/26/20,1.0,1.0,6848925.0,479587.0,6067668.0,78.833,669.4941349,7920.0,27.58699918,15.739602409624666,8.97727273946428,13.08068268097176
832,Liberia,1/26/20,1.0,1.0,4818977.0,156782.0,2464955.0,63.295,50.03090739,610.0,77.70799923,15.388072430349546,6.415096959171596,11.962617962653402
833,Libya,1/26/20,1.0,1.0,6678567.0,293325.0,5349666.0,72.52,3.7956323810000003,6400.0,5.711000025,15.714414151274541,8.764209507142004,12.589039897473775
834,Saint Lucia,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
835,Liechtenstein,1/26/20,1.0,1.0,37910.0,615946.0,5436.0,82.25853659,236.9375,5670.0,31.869500754999997,10.54299658642679,8.643120748014027,13.330916199853053
836,Sri Lanka,1/26/20,1.0,1.0,21670000.0,2269547.0,4003749.0,76.648,345.558922,4060.0,38.88999987,16.89143941965929,8.309184527686298,14.635091250688046
837,Lithuania,1/26/20,1.0,1.0,2789533.0,549678.0,1887928.0,74.67073171,44.53135138,17430.0,9.517999709,14.8413851147577,9.766005509214866,13.217089750463018
838,Luxembourg,1/26/20,1.0,1.0,607728.0,86195.0,552917.0,82.68536585,250.0938272,70870.0,6.2210000160000005,13.317484337899765,11.168616602047633,11.364379051862802
839,Latvia,1/26/20,1.0,1.0,1926542.0,386149.0,1312784.0,74.68048780000001,30.98330653,16510.0,7.909000158,14.471237763069176,9.711782104431833,12.86398117399741
840,Morocco,1/26/20,1.0,1.0,36029138.0,2526689.0,22501278.0,76.218,80.72851893,3090.0,48.81599998,17.399838585686037,8.036249942132116,14.7424207037363
841,Monaco,1/26/20,1.0,1.0,38682.0,615946.0,38682.0,74.292,19196.0,5670.0,31.869500754999997,10.563155506021905,8.643120748014027,13.330916199853053
842,Moldova,1/26/20,1.0,1.0,3545883.0,406697.0,1511574.0,71.717,123.5198035,2980.0,34.25500035,15.08129805216525,8.000014093678072,12.915826174253521
843,Madagascar,1/26/20,1.0,1.0,26262368.0,784383.0,9767237.0,66.311,45.13985562,510.0,85.2480011,17.083647636022047,6.236369590203704,13.572653975340044
844,Maldives,1/26/20,1.0,1.0,515696.0,19098.0,205288.0,78.325,1718.9866670000001,9280.0,19.34999919,13.153274662686469,9.135724578595394,9.857391256643155
845,Mexico,1/26/20,1.0,1.0,126190788.0,9115625.0,101149488.0,74.947,64.91462641,9180.0,26.81899929,18.653305518085972,9.1248914101437,16.025500641739967
846,North Macedonia,1/26/20,1.0,1.0,2082958.0,284744.0,1207345.0,75.589,82.59151467,5450.0,19.10099983,14.549300036900089,8.603554357064281,12.559349321892752
847,Mali,1/26/20,1.0,1.0,19077690.0,478322.0,8080546.0,58.452,15.63501586,840.0,89.62799835,16.764030199889806,6.734591659972948,13.078041515486948
848,Malta,1/26/20,1.0,1.0,483530.0,98395.0,457477.0,82.45365854,1511.03125,26480.0,9.834999964,13.088870707642284,10.184182773688342,11.49675543180759
849,Burma,1/26/20,1.0,1.0,9855559.5,615946.0,5213140.5,74.292,84.95516223999999,5670.0,31.869500754999997,16.103546371634557,8.643120748014027,13.330916199853053
850,Montenegro,1/26/20,1.0,1.0,622345.0,93196.0,415807.0,76.667,46.27100372,8430.0,13.26700044,13.341251487156923,9.039670667922676,11.44247081131441
851,Mongolia,1/26/20,1.0,1.0,3170208.0,129457.0,2169849.0,69.509,2.040608667,3660.0,48.90499926,14.969308074279507,8.205491613120236,11.771111783192897
852,Mozambique,1/26/20,1.0,1.0,29495962.0,852659.0,10615007.0,59.309,37.50853531,460.0,83.08600235,17.199763964487953,6.133398042996649,13.656116153813961
853,Mauritania,1/26/20,1.0,1.0,4403319.0,138313.0,2363349.0,64.464,4.272163578,1160.0,52.81000137,15.29786935981673,7.057036981697891,11.837281741741377
854,Mauritius,1/26/20,1.0,1.0,1265303.0,145183.0,516155.0,74.51463415,623.3019704,12050.0,16.25899959,14.050822967477977,9.396902923027392,11.88575718246369
855,Malawi,1/26/20,1.0,1.0,18143315.0,479970.0,3072933.0,63.278999999999996,192.4407616,360.0,59.53000069,16.713812786386313,5.8888779583328805,13.081480964392247
856,Malaysia,1/26/20,1.0,4.0,31528585.0,2103510.0,23973075.0,75.828,95.96282149,10590.0,21.79099989,17.26640518433738,9.267759862843668,14.559118411378645
857,Namibia,1/26/20,1.0,1.0,2448255.0,89019.0,1224911.0,63.021,2.973745582,5220.0,24.73599935,14.710886492310152,8.560444233410552,11.396616342569846
858,Niger,1/26/20,1.0,1.0,22442948.0,582396.0,3686254.0,61.599,17.71765059,390.0,89.05999947,16.926487047096597,5.968707559985366,13.274907624752446
859,Nigeria,1/26/20,1.0,1.0,195874740.0,5381418.0,98611179.0,53.95,215.06498900000003,1960.0,78.33800125,19.09298593636773,7.581209826196346,15.498462652007666
860,Nicaragua,1/26/20,1.0,1.0,6465513.0,339278.0,3783748.0,74.068,53.72704836,2030.0,39.38899994,15.681993072054807,7.616283561580385,12.734578056726066
861,Netherlands,1/26/20,1.0,1.0,17231017.0,3307699.0,15764657.0,81.56097561,511.45791039999995,51260.0,12.65999976,16.662221689753558,10.844685508116383,15.01176364177499
862,Norway,1/26/20,1.0,1.0,5314336.0,906053.0,4370935.0,82.5097561,14.55491954,80610.0,4.731999978,15.48591882067913,11.297390395609458,13.716854185897956
863,Nepal,1/26/20,1.0,1.0,28087871.0,1608781.0,5544546.0,70.169,195.9391071,970.0,79.38199997,17.150848439713783,6.878326468291325,14.290987928914538
