,Country Name,Country Code,Total_Pop,Pop_Over_65,Urban_Pop,Life_Expectancy,Pop_Desity,GNI_Per_Capita,Health_Coverage_last,Social_Coverage_last,Hospital_beds_per_1000_last,Physician_per_1000_last,Vulnerable_emp_last,Lat,Long,Confirmed,Deaths,Recovered,Deaths_Rate,Day_Change
133,Panama,PAN,4176873.0,338524.0,2828119.0,78.149,56.18607748,14370.0,17.88277697,63.38658109,2.3,1.5699,32.20700073,8.538,-80.7821,8282.0,237.0,4501.0,0.0286128214415067,212.0
134,Papua New Guinea,PNG,8606316.0,296511.0,1133366.0,64.01,19.00436338,2570.0,,,,0.0529,78.32900047,-6.315,143.9555,8.0,0.0,8.0,0.0,0.0
135,Paraguay,PRY,6956071.0,447290.0,4283896.0,73.992,17.50835892,5670.0,13.84256767,63.37636479,1.3,1.366,38.44999981,-23.4425,-58.4438,689.0,10.0,155.0,0.014492753623188406,126.0
136,Peru,PER,31989256.0,2587417.0,24921870.0,76.286,24.99160625,6470.0,11.51586485,64.854444,1.6,1.27,50.95499897,-9.19,-75.0152,65015.0,1814.0,20246.0,0.02790082441245232,3168.0
137,Philippines,PHL,106651922.0,5463318.0,50027217.0,70.952,357.6883053,3830.0,8.922149458,40.62007161,1.0,1.275,33.83599949,13.0,122.0,10610.0,704.0,1842.0,0.0663462444632928,147.0
138,Poland,POL,37978548.0,6653012.0,22809156.0,77.85121951,124.0358862,14100.0,43.78842962,64.41412591,6.5,2.3998,16.25,51.9194,19.1451,15651.0,785.0,5437.0,0.05015333503705597,285.0
139,Portugal,PRT,10281762.0,2257243.0,6704840.0,81.12439024,112.2394535,21990.0,,,3.4,3.3356,12.22599974,39.3999,-8.2245,27406.0,1126.0,2499.0,0.04108439449775605,138.0
140,Qatar,QAT,2781677.0,38111.0,2757615.0,79.98100000000002,239.5931955,61150.0,,,1.2,0.0008,0.133999999,25.3548,51.1839,21331.0,13.0,2449.0,0.0006094130883180198,1130.0
141,Romania,ROU,19473936.0,3571267.0,10515536.0,75.3097561,84.63984701,11290.0,46.85993393,83.68854882,6.3,2.2586,25.20800018,45.9432,24.9668,15131.0,939.0,6912.0,0.06205392545598731,320.0
142,Rwanda,RWA,12301939.0,361455.0,2117287.0,68.34100000000001,498.6598703,780.0,10.78443064,31.40476704,,0.1346,68.64900017,-1.9403,29.8739,280.0,0.0,140.0,0.0,7.0
143,San Marino,SMR,33785.0,,32848.0,85.41707317,563.0833332999998,,,,3.8,6.1468,,43.9424,12.4578,637.0,41.0,126.0,0.06426332288401254,14.0
144,Sao Tome and Principe,STP,211028.0,6174.0,153635.0,69.933,219.8208333,1890.0,,,2.9,0.32,46.83200073,0.18636,6.613081,208.0,5.0,4.0,0.023923444976076555,0.0
145,Senegal,SEN,15854360.0,489396.0,7481990.0,67.38,82.34747832,1410.0,8.317440845,16.78661922,,0.0692,65.05900192,14.4974,-14.4524,1634.0,17.0,643.0,0.010397553516819572,83.0
146,Serbia,SRB,6982084.0,1280919.0,3916391.0,76.08780488,79.83174022,6390.0,52.09602964,61.0367943,5.7,3.125,27.11000061,44.0165,21.0059,10032.0,215.0,2732.0,0.021429283364895843,89.0
147,Seychelles,SYC,96762.0,7349.0,54855.0,74.3,210.3521739,15600.0,,,3.6,0.9458,,-4.6796,55.492,11.0,0.0,8.0,0.0,0.0
148,Sierra Leone,SLE,7650154.0,226946.0,3217272.0,53.895,105.987171,490.0,,30.1557655,,0.025,86.22300291,8.460555000000001,-11.779889,291.0,18.0,58.0,0.06164383561643835,34.0
149,Singapore,SGP,5638676.0,646383.0,5638676.0,82.89512195,7952.998418000001,58770.0,,,2.4,2.3063,9.763999879,1.2833,103.8333,22460.0,20.0,2296.0,0.0008904323048840212,753.0
150,Slovak Republic,SVK,5447011.0,851327.0,2926461.0,77.16585366,113.2905782,18260.0,,,5.8,2.4643,11.96400017,48.669,19.699,1455.0,26.0,919.0,0.017857142857142856,0.0
151,Slovenia,SVN,2067372.0,405347.0,1127565.0,81.17560976,102.6398595,24580.0,,,4.6,2.9953,10.58500004,46.1512,14.9955,1454.0,101.0,255.0,0.06941580756013746,4.0
152,Somalia,SOM,15008154.0,431231.0,6749317.0,56.709,23.9234769,,,,0.9,0.0229,77.69900131,5.1521,46.1996,997.0,48.0,110.0,0.04809619238476954,69.0
153,South Africa,ZAF,57779622.0,3072723.0,38339668.0,63.538,47.63011978,5750.0,3.3527477310000005,79.84753664,,0.9101,9.753000319,-30.5595,22.9375,9420.0,186.0,3983.0,0.019743127056575736,525.0
154,South Sudan,SSD,10975920.0,373015.0,2152927.0,57.365,,1130.0,,,,,87.22299957,6.877000000000002,31.307,120.0,0.0,2.0,0.0,0.0
155,Sri Lanka,LKA,21670000.0,2269547.0,4003749.0,76.648,345.558922,4060.0,7.400605705,33.13001324,3.6,0.958,38.88999987,7.0,81.0,847.0,9.0,260.0,0.01061320754716981,12.0
156,St. Kitts and Nevis,KNA,52441.0,,16139.0,,201.6961538,18340.0,,,2.3,2.523,,17.357822,-62.782998,15.0,0.0,14.0,0.0,0.0
157,St. Lucia,LCA,181889.0,17837.0,33973.0,75.907,298.1786885,9560.0,,,1.3,,29.266999600000005,13.9094,-60.9789,18.0,0.0,17.0,0.0,0.0
158,St. Vincent and the Grenadines,VCT,110210.0,10569.0,57527.0,72.3,282.5897436,7340.0,,,2.6,0.6587,17.8539995,12.9843,-61.2872,17.0,0.0,9.0,0.0,0.0
159,Sudan,SDN,41801533.0,1496980.0,14480887.0,64.881,,1560.0,,,0.8,0.41,40.03600121,12.8628,30.2176,1164.0,64.0,119.0,0.054935622317596564,53.0
160,Suriname,SUR,575991.0,39780.0,380500.0,71.46300000000002,3.69225,5210.0,,,3.1,1.2265,12.09500027,3.9193,-56.0278,10.0,1.0,9.0,0.09090909090909091,0.0
161,Sweden,SWE,10183175.0,2046362.0,8903252.0,82.30731707,25.00104343,55490.0,,,2.6,5.3996,6.235000178,63.0,16.0,25921.0,3220.0,4971.0,0.1242188102769848,656.0
162,Syrian Arab Republic,SYR,16906283.0,761311.0,9156781.0,70.967,92.06710777,,,,1.5,1.22,34.37100077,34.802075,38.99681500000001,47.0,3.0,29.0,0.0625,0.0
163,Tajikistan,TJK,9100837.0,275017.0,2469421.0,70.64699999999998,65.57271417,1010.0,34.14921005,39.28872976,4.8,1.7003,45.13000107,38.861034,71.276093,612.0,20.0,0.0,0.03262642740619902,90.0
164,Tanzania,TZA,56318348.0,1465009.0,19022085.0,64.479,63.57907879999999,1020.0,1.293199423,12.88378539,0.7,0.0399,82.71999741,-6.369,34.8888,509.0,21.0,183.0,0.041176470588235294,0.0
165,Thailand,THA,69428524.0,8262614.0,34678853.0,76.683,135.89720680000002,6610.0,40.72341878,79.38444493,2.1,0.8096,47.31700039,15.0,101.0,3004.0,56.0,2787.0,0.018635607321131446,4.0
166,Timor-Leste,TLS,1267972.0,54732.0,387720.0,69.007,85.27047747,1820.0,1.240626354,35.32840983,5.9,0.7197,71.11399841,-8.874217,125.727539,24.0,0.0,21.0,0.0,0.0
167,Togo,TGO,7889094.0,226375.0,3289910.0,60.489,145.0467733,660.0,3.009575378,3.009575378,0.7,0.0487,77.37500191,8.6195,0.8248,153.0,10.0,87.0,0.06493506493506493,8.0
168,Trinidad and Tobago,TTO,1389858.0,149201.0,739182.0,73.245,270.9274854,15950.0,,,3.0,2.6697,18.10300061,10.6918,-61.2225,116.0,8.0,104.0,0.06837606837606838,0.0
169,Tunisia,TUN,11565204.0,961725.0,7973630.0,76.31,74.44132338,3500.0,,14.42593159,2.3,1.2722,20.60400033,34.0,9.0,1032.0,45.0,660.0,0.04356243949661181,2.0
170,Uganda,UGA,42723139.0,829251.0,10156999.0,62.51600000000001,213.06173450000003,620.0,0.881115932,60.71393176,0.5,0.0908,75.11900043,1.0,32.0,116.0,0.0,55.0,0.0,15.0
171,Ukraine,UKR,44622516.0,7333571.0,30946607.0,71.78097561,77.02966735,2660.0,51.42216306,70.30831255,8.8,3.0075,14.81700024,48.3794,31.1656,14710.0,376.0,2909.0,0.025559105431309903,515.0
172,United Arab Emirates,ARE,9630959.0,104496.0,8332898.0,77.64699999999998,135.6091101,40880.0,,,1.2,2.3944,0.71100001,24.0,54.0,17417.0,185.0,4295.0,0.010621196463428637,624.0
173,Uruguay,URY,3449299.0,510997.0,3288355.0,77.632,19.70802765,15650.0,36.55704229,79.81702852,2.8,5.0499,23.9040004,-32.5228,-55.7658,702.0,18.0,513.0,0.025604551920341393,8.0
174,Uzbekistan,UZB,32955400.0,1456345.0,16635227.0,71.388,77.46920545,2020.0,,,4.0,2.3685,40.04900169,41.3775,64.5853,2349.0,10.0,1846.0,0.00425531914893617,24.0
175,"Venezuela, RB",VEN,28870195.0,2097993.0,25465822.0,72.24600000000002,32.73079191,13080.0,,,0.8,,32.93200064,6.4238,-66.5897,402.0,10.0,190.0,0.02481389578163772,14.0
176,Vietnam,VNM,95540395.0,6950543.0,34317154.0,75.241,308.1252459,2360.0,15.24924327,34.85793265,2.6,0.8199,54.55900002,16.0,108.0,288.0,0.0,241.0,0.0,0.0
177,West Bank and Gaza,PSE,4569087.0,143163.0,3479999.0,73.74,758.9845515,3710.0,,,,,22.93400002,31.9522,35.2332,375.0,2.0,228.0,0.005319148936170213,0.0
178,"Yemen, Rep.",YEM,28498687.0,819699.0,10442489.0,66.086,53.97785291,1460.0,,,0.7,0.3104,45.39799786,15.552727,48.516388,34.0,7.0,1.0,0.2,0.0
179,Zambia,ZMB,17351822.0,364332.0,7551686.0,63.043,23.3414789,1430.0,1.052573069,1.621688864,2.0,0.0913,77.78099823,-15.4167,28.2833,252.0,7.0,112.0,0.02766798418972332,85.0
180,Zimbabwe,ZWE,14439018.0,424438.0,4650663.0,60.812,37.32459093,1790.0,2.655039973,29.55185645,1.7,0.0763,65.65199852,-20.0,30.0,35.0,4.0,9.0,0.1111111111111111,1.0
