,alpha-3,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
220,SVN,,Slovenia,46.1512,14.9955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505494505495,0.004545454545454545,0.003937007874015748,0.0036231884057971015,0.0036231884057971015,0.003484320557491289,0.0029239766081871343,0.0026041666666666665,0.004819277108433735,0.006772009029345372,0.008316008316008316,0.00945179584120983,0.010657193605683837,0.014218009478672985,0.013138686131386862,0.015047879616963064,0.01453104359313078,0.0186799501867995,0.017814726840855107,0.01893095768374165,0.0213903743315508,0.022494887525562373,0.028056112224448898,0.029354207436399216,0.033962264150943396,0.03663003663003663,0.03822222222222222,0.03875968992248062,0.04205214465937763,0.0439469320066335,0.04534212695795548,0.04586404586404586,0.0488390712570056,0.04806934594168637,0.05057471264367816,0.05311077389984825,0.05559729526671676,0.05763473053892216,0.05724907063197026,0.058345642540620385,0.05779078273591807,0.05822416302765648,0.058315334773218146,0.05869720830350752,0.05915894511760513,0.06103619588360539,0.06272022551092318,0.06363636363636363,0.06411149825783972,0.06527777777777778,0.06666666666666667,0.06736111111111111,0.0677731673582296,0.06832298136645963,0.06827586206896552,0.06891798759476224,0.06941580756013746
221,SOM,,Somalia,5.1521,46.1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.045454545454545456,0.045454545454545456,0.038461538461538464,0.03278688524590164,0.03278688524590164,0.06172839506172839,0.06172839506172839,0.05128205128205128,0.051470588235294115,0.04242424242424243,0.03361344537815126,0.027874564459930314,0.027874564459930314,0.0486322188449848,0.0486322188449848,0.04603580562659847,0.05263157894736842,0.05405405405405406,0.052930056710775046,0.048027444253859346,0.046511627906976744,0.046511627906976744,0.046130952380952384,0.04426002766251729,0.046235138705416116,0.045454545454545456,0.04462242562929062,0.04736275565123789,0.04736275565123789,0.04809619238476954
222,ZAF,,South Africa,-30.5595,22.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008539709649871904,0.0008417508417508417,0.00156128024980484,0.002260738507912585,0.003692762186115214,0.003620564808110065,0.003417634996582365,0.00597609561752988,0.005674653215636823,0.006642512077294686,0.007113218731475993,0.0074285714285714285,0.009750812567713976,0.009302325581395349,0.011976047904191617,0.01232134056185313,0.011499540018399264,0.011878574571051475,0.011175496688741722,0.013562026326286399,0.01841903300076746,0.017959770114942528,0.0171334431630972,0.017094017094017096,0.017570433202059983,0.01673398730525101,0.017876787678767877,0.01896813353566009,0.018715944089078417,0.019715726730857405,0.01913349461183198,0.01877346683354193,0.018611166700020013,0.019248738553541395,0.01823654390934844,0.019489247311827957,0.01940981537004892,0.019310141509433963,0.019110926464478605,0.019543113693384392,0.019592777564348827,0.019555447588971212,0.020008992805755396,0.019743127056575736
223,SSD,,South Sudan,6.877000000000002,31.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,ESP,,Spain,40.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.008968609865470852,0.011538461538461539,0.012468827930174564,0.01996007984031936,0.025222551928783383,0.0260707635009311,0.020636792452830188,0.02370500438981563,0.024143985952589993,0.02541563156888974,0.03050688360450563,0.03705603282472112,0.034396057527909085,0.04536556302664056,0.04478470275321688,0.04620351814740592,0.051099897114301115,0.054187192118226604,0.06159407695783656,0.06577112445570196,0.07040064182921325,0.07365296065918087,0.07553602021215844,0.07818015824710894,0.08168114042274291,0.08491967395239106,0.08772468365223916,0.08823652057879154,0.09015645559407985,0.09233844341727196,0.09394295302013422,0.0946904548660923,0.09602193745394881,0.09761040709414967,0.09894816933557836,0.09979692486219902,0.10081384648518825,0.10160228464561456,0.10185980322398606,0.10315167353984847,0.10438565549676661,0.10464698450232407,0.10531115426834417,0.10443419537277844,0.10481031230350031,0.10453926676993851,0.10294702403422676,0.10415012162168912,0.10423207087898363,0.10421325399491338,0.10401126628330008,0.11096058445940953,0.11122551066991734,0.111686372721362,0.1122903000964357,0.11302153016975529,0.11401102771959158,0.11498997357521692,0.11498997357521692,0.11589090556507205,0.11617394823122588,0.11663578151661376,0.11677837049195276,0.11735791508945835,0.11772515443806221,0.11800787945687388,0.11842793822317839
225,LKA,,Sri Lanka,7.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.00847457627118644,0.016260162601626018,0.013888888888888888,0.02040816326530612,0.02631578947368421,0.025,0.029940119760479042,0.02824858757062147,0.027932960893854747,0.03225806451612903,0.03684210526315789,0.03664921465968586,0.03664921465968586,0.035175879396984924,0.03317535545023697,0.03211009174311927,0.029914529914529916,0.029288702928870293,0.029288702928870293,0.02857142857142857,0.027450980392156862,0.025735294117647058,0.022950819672131147,0.022508038585209004,0.021148036253776436,0.018970189701897018,0.0166270783847981,0.015184381778741865,0.013358778625954198,0.011884550084889643,0.01129032258064516,0.010769230769230769,0.010542168674698794,0.010130246020260492,0.009915014164305949,0.009735744089012517,0.010638297872340425,0.011658031088082901,0.011278195488721804,0.01090909090909091,0.01076555023923445,0.01061320754716981
226,SDN,,Sudan,12.8628,30.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.16666666666666666,0.14285714285714285,0.2857142857142857,0.25,0.25,0.2222222222222222,0.18181818181818182,0.18181818181818182,0.15384615384615385,0.15384615384615385,0.13333333333333333,0.13333333333333333,0.125,0.1111111111111111,0.1,0.1,0.13333333333333333,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.17647058823529413,0.14925373134328357,0.14925373134328357,0.1111111111111111,0.1111111111111111,0.09219858156028368,0.09142857142857143,0.09142857142857143,0.0794392523364486,0.08823529411764706,0.07971014492753623,0.07836990595611286,0.07446808510638298,0.06997742663656885,0.06741573033707865,0.06913996627318718,0.06913996627318718,0.060382916053019146,0.057766367137355584,0.05744431418522861,0.055853920515574654,0.053057553956834536,0.054935622317596564
227,SUR,,Suriname,3.9193,-56.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
228,SWE,,Sweden,63.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001996007984031936,0.0016666666666666668,0.001226993865030675,0.002079002079002079,0.002932551319648094,0.005434782608695652,0.005877413937867338,0.0078125,0.007638888888888889,0.00975609756097561,0.011337868480725623,0.010852713178294573,0.012212994626282364,0.015741145605596852,0.02453502176493866,0.027103132699753608,0.03420195439739414,0.030452436194895592,0.029721696838692246,0.03623727972201539,0.0405770964833183,0.04830234438156831,0.05530615909499012,0.058382257012393995,0.05788330229671012,0.058702971746450006,0.06618565283751908,0.07681310111775409,0.08159144893111639,0.08674250711004157,0.08982035928143713,0.08737194641449961,0.0857497138496757,0.0839346059000822,0.09024986894985147,0.10085513078470824,0.10629136432501396,0.10592418854505561,0.10931056934095348,0.10704851939385514,0.10691568547841386,0.11518632121647197,0.12102467978756638,0.12061351157794223,0.12249544626593807,0.12058532291781274,0.11769754841478461,0.12014582342685053,0.12001834675364387,0.12126286755651874,0.12259991466363249,0.1232749407555411,0.12086220169361046,0.12003763778116319,0.1218642725112226,0.12292716543911789,0.12295664534470505,0.12345679012345678,0.12566294625188,0.1242188102769848
229,CHE,,Switzerland,46.8182,8.2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.004651162790697674,0.0037174721189591076,0.005917159763313609,0.005333333333333333,0.006097560975609756,0.006125574272588055,0.006125574272588055,0.009649122807017544,0.009558823529411765,0.006360745115856429,0.006360745115856429,0.009996297667530544,0.00924397490921096,0.010058881256133464,0.010198300283286119,0.011405109489051095,0.013110367892976588,0.013642564802182811,0.012350678274954445,0.014039273261148835,0.016169996613613274,0.017866811044937737,0.018753995879803937,0.020229265003371546,0.0225460026376939,0.026074912682163075,0.02746356013281558,0.028468238793286596,0.030142296118733106,0.03247829903442895,0.033884650016586894,0.03532182103610675,0.03689224409094994,0.03844336583480091,0.03941460169632463,0.04081133919843597,0.04126174924326908,0.04351589549889833,0.04429911635330297,0.045263523152253536,0.04704408246952956,0.047918303220738416,0.049004763839137336,0.04991789819376026,0.05021448397678526,0.051136160314904276,0.05266533637400228,0.05338002759206198,0.05435659894023932,0.05540832694051189,0.05533829382246063,0.05539880256004404,0.0570889765129436,0.05805569793268409,0.05835146898803047,0.058708216446412276,0.05904531071164074,0.0590918237306325,0.05891794288771484,0.05950236808751918,0.05981339553482173,0.06004457602874156,0.06007899890463703,0.060348252118644065,0.060491868306227686
230,SYR,,Syria,34.802075,38.99681500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.1,0.1,0.1,0.1,0.1,0.1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.058823529411764705,0.058823529411764705,0.05128205128205128,0.05128205128205128,0.075,0.075,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06521739130434782,0.06521739130434782,0.0625,0.0625
231,TWN,,Taiwan*,23.7,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.043478260869565216,0.043478260869565216,0.041666666666666664,0.04,0.037037037037037035,0.037037037037037035,0.034482758620689655,0.03225806451612903,0.03125,0.030303030303030304,0.030303030303030304,0.02857142857142857,0.025,0.024390243902439025,0.023809523809523808,0.023255813953488372,0.023255813953488372,0.022222222222222223,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.020833333333333332,0.02040816326530612,0.02,0.0196078431372549,0.018518518518518517,0.016666666666666666,0.014705882352941176,0.01282051282051282,0.009900990099009901,0.009174311926605505,0.014705882352941176,0.012987012987012988,0.011764705882352941,0.01020408163265306,0.009259259259259259,0.00847457627118644,0.007905138339920948,0.007462686567164179,0.007042253521126761,0.006688963210702341,0.016286644951140065,0.015479876160990712,0.015151515151515152,0.014705882352941176,0.014326647564469915,0.014044943820224719,0.013736263736263736,0.013368983957219251,0.013262599469496022,0.013157894736842105,0.013123359580052493,0.015665796344647518,0.015544041450777202,0.015424164524421594,0.015228426395939087,0.015228426395939087,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015037593984962405,0.014251781472684086,0.014184397163120567,0.014084507042253521,0.01405152224824356,0.014018691588785047,0.013986013986013986,0.013953488372093023,0.013953488372093023,0.013953488372093023,0.013953488372093023,0.013953488372093023,0.013953488372093023,0.013953488372093023,0.013856812933025405,0.013729977116704805,0.01366742596810934,0.01366742596810934,0.013636363636363636,0.013605442176870748,0.013605442176870748,0.013605442176870748
232,TJK,,Tajikistan,38.861034,71.276093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.015503875968992248,0.012987012987012988,0.017006802721088437,0.021052631578947368,0.025974025974025976,0.022944550669216062,0.03262642740619902
233,TZA,,Tanzania,-6.369,34.8888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.043478260869565216,0.04,0.04,0.038461538461538464,0.038461538461538464,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.06,0.05555555555555555,0.0449438202247191,0.042105263157894736,0.033783783783783786,0.033783783783783786,0.04093567251461988,0.0392156862745098,0.0392156862745098,0.03508771929824561,0.03508771929824561,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.033264033264033266,0.041176470588235294,0.041176470588235294
234,THA,,Thailand,15.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.020833333333333332,0.02040816326530612,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.018518518518518517,0.016666666666666666,0.014084507042253521,0.013157894736842105,0.012048192771084338,0.008695652173913044,0.006756756756756757,0.0056179775280898875,0.004694835680751174,0.003663003663003663,0.0030959752321981426,0.0024271844660194173,0.0016666666666666668,0.0013850415512465374,0.004830917874396135,0.0042780748663101605,0.0038240917782026767,0.0043975373790677225,0.004815409309791332,0.005039596832253419,0.005901639344262295,0.006053268765133172,0.006772009029345372,0.007995735607675906,0.009600808489135927,0.009671179883945842,0.010599078341013824,0.01170643854119766,0.01195219123505976,0.012658227848101266,0.013201320132013201,0.01333872271624899,0.013894402540690751,0.014890282131661442,0.015503875968992248,0.01568477429227238,0.01626323751891074,0.017209128320239433,0.01740096260644206,0.017190929041697146,0.016992046276211134,0.016827783745076978,0.017069701280227598,0.017332861690838343,0.017605633802816902,0.017537826685006877,0.017537826685006877,0.017447827574409852,0.017735334242837655,0.01837359646138142,0.018317503392130258,0.018274111675126905,0.0182370820668693,0.01820020222446916,0.01818181818181818,0.018072289156626505,0.018066242890598862,0.01839464882943144,0.018376211159371866,0.018327224258580473,0.018635607321131446
235,TLS,,Timor-Leste,-8.874217,125.727539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,TGO,,Togo,8.6195,0.8248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.03225806451612903,0.02857142857142857,0.05405405405405406,0.05,0.07317073170731707,0.07142857142857142,0.06666666666666667,0.05084745762711865,0.045454545454545456,0.04225352112676056,0.04054054054054054,0.03896103896103896,0.03896103896103896,0.03896103896103896,0.038461538461538464,0.038461538461538464,0.036585365853658534,0.06097560975609756,0.05952380952380952,0.058823529411764705,0.058823529411764705,0.07058823529411765,0.06896551724137931,0.06741573033707865,0.06741573033707865,0.06593406593406594,0.061855670103092786,0.06060606060606061,0.06060606060606061,0.06,0.06363636363636363,0.07692307692307693,0.07258064516129033,0.07258064516129033,0.072,0.07086614173228346,0.06976744186046512,0.06976744186046512,0.0661764705882353,0.0684931506849315,0.06493506493506493
237,TTO,,Trinidad and Tobago,10.6918,-61.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.015151515151515152,0.029850746268656716,0.04,0.0379746835443038,0.03614457831325301,0.03409090909090909,0.054945054945054944,0.05263157894736842,0.06060606060606061,0.057692307692307696,0.06666666666666667,0.07547169811320754,0.07407407407407407,0.07407407407407407,0.07272727272727272,0.07272727272727272,0.07079646017699115,0.07017543859649122,0.07017543859649122,0.07017543859649122,0.06956521739130435,0.06956521739130435,0.06956521739130435,0.06956521739130435,0.06956521739130435,0.06956521739130435,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838,0.06837606837606838
238,TUN,,Tunisia,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.01818181818181818,0.01639344262295082,0.039473684210526314,0.03333333333333333,0.034782608695652174,0.028735632183908046,0.030303030303030304,0.02631578947368421,0.02867383512544803,0.025559105431309903,0.025559105431309903,0.02531645569620253,0.02830188679245283,0.03070175438596491,0.036290322580645164,0.032490974729241874,0.03826086956521739,0.03685092127303183,0.03685897435897436,0.03815580286168521,0.03881987577639751,0.03720238095238095,0.04081632653061224,0.043785310734463276,0.04676753782668501,0.045454545454545456,0.04481434058898848,0.04495747266099635,0.04277456647398844,0.04277456647398844,0.04318181818181818,0.04293785310734463,0.04293785310734463,0.041758241758241756,0.041349292709466814,0.041170097508125676,0.04042553191489362,0.04,0.040289256198347105,0.040983606557377046,0.040774719673802244,0.04120603015075377,0.04104104104104104,0.041584158415841586,0.04142011834319527,0.042198233562315994,0.042033235581622676,0.04191033138401559,0.042843232716650435,0.04364694471387003,0.04356243949661181
