,alpha-3,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
41,CAN,Manitoba,Canada,53.7609,-98.8139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.015384615384615385,0.0136986301369863,0.010309278350515464,0.009615384615384616,0.0078125,0.005952380952380952,0.01092896174863388,0.01092896174863388,0.00980392156862745,0.00980392156862745,0.013761467889908258,0.013761467889908258,0.013513513513513514,0.012987012987012988,0.01639344262295082,0.01646090534979424,0.016194331983805668,0.016194331983805668,0.020242914979757085,0.0199203187250996,0.0199203187250996,0.01968503937007874,0.0196078431372549,0.023529411764705882,0.0234375,0.023255813953488372,0.022813688212927757,0.022727272727272728,0.022388059701492536,0.022058823529411766,0.021897810218978103,0.021897810218978103,0.021739130434782608,0.02158273381294964,0.02127659574468085,0.02120141342756184,0.02120141342756184,0.02112676056338028,0.02456140350877193,0.024390243902439025,0.02464788732394366,0.02456140350877193,0.02456140350877193
42,CAN,New Brunswick,Canada,46.5653,-66.4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,CAN,Newfoundland and Labrador,Canada,53.1355,-57.6604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.006535947712418301,0.005681818181818182,0.005434782608695652,0.00510204081632653,0.00510204081632653,0.0045871559633027525,0.004405286343612335,0.004366812227074236,0.004366812227074236,0.008583690987124463,0.0125,0.012396694214876033,0.012345679012345678,0.012244897959183673,0.012244897959183673,0.012096774193548387,0.011857707509881422,0.011673151750972763,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011673151750972763,0.011673151750972763,0.011673151750972763,0.011627906976744186,0.011583011583011582,0.011583011583011582,0.011583011583011582,0.011583011583011582,0.011583011583011582,0.011538461538461539,0.011538461538461539,0.011538461538461539,0.011538461538461539,0.011538461538461539,0.011538461538461539,0.011450381679389313,0.011450381679389313,0.011450381679389313
44,CAN,Nova Scotia,Canada,44.682,-63.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.003215434083601286,0.0029154518950437317,0.004901960784313725,0.004662004662004662,0.004484304932735426,0.00631578947368421,0.005791505791505791,0.005454545454545455,0.005172413793103448,0.006589785831960461,0.010769230769230769,0.013313609467455622,0.012465373961218837,0.013550135501355014,0.015523932729624839,0.01932367149758454,0.01880141010575793,0.025404157043879907,0.02745995423340961,0.026637069922308545,0.02947598253275109,0.029914529914529916,0.029535864978902954,0.030208333333333334,0.032157676348547715,0.03806584362139918,0.038539553752535496,0.04133064516129032,0.04104104104104104,0.04365079365079365,0.04558969276511397,0.046442687747035576
45,CAN,Ontario,Canada,51.2538,-85.3232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0045045045045045045,0.003875968992248062,0.006472491909385114,0.007936507936507936,0.011737089201877934,0.011904761904761904,0.011884550084889643,0.011611030478955007,0.015133876600698487,0.018090452261306532,0.01572052401746725,0.015486725663716814,0.01816051552431166,0.01677681748856126,0.015461763476807356,0.01896921975662133,0.020577395577395578,0.02588818507298265,0.02732491389207807,0.03449862005519779,0.032367251956843666,0.028993746446844798,0.034722222222222224,0.03558832959281821,0.03805083471198677,0.03886524822695035,0.038950609021549995,0.04199145084234347,0.045572916666666664,0.04979168783660197,0.050109974179975134,0.05120755402215362,0.05111572392319668,0.05172413793103448,0.05457691097829506,0.05554340695385961,0.05728907527187433,0.059239914782489175,0.06101378805035636,0.061660992998908086,0.06405359714482499,0.06496575965093025,0.06790741504211084,0.06926879742469533,0.07074548403333147,0.07051631917912891,0.07138627187079408,0.07571473452717561,0.07730237813960655,0.0783486514991713,0.07881700917161215,0.07994430306813272,0.08161142370797674
46,CAN,Prince Edward Island,Canada,46.5107,-63.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,CAN,Quebec,Canada,52.9399,-73.5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819672131147541,0.007142857142857143,0.027472527472527472,0.01818181818181818,0.006359300476947536,0.0039447731755424065,0.004467609828741623,0.004898958971218616,0.008888888888888889,0.008803521408563426,0.007743752199929602,0.006412124744972311,0.0074465529666106174,0.0071552471812662615,0.006522920818988948,0.009996722386102917,0.009996722386102917,0.009439899307740718,0.014100920638620208,0.016058237876030404,0.017444178628389154,0.01979290754146431,0.020637095393046756,0.02350931424387863,0.02553125243247451,0.02655258887741555,0.03052845813741315,0.03277033846982034,0.039727582292849034,0.04095481873921067,0.0392649240954229,0.045679906411899056,0.04860248447204969,0.051870621553137576,0.054087570351998474,0.05691652548193599,0.05924746871822081,0.06214543579164518,0.06287847366238075,0.06404098623118797,0.06532877882152006,0.0662132200969524,0.06747486479619615,0.07055867676309453,0.07200404517107703,0.06921001443182531,0.06990071095856827,0.07177047807096272,0.07313237221494102,0.07466666666666667,0.07538299872794646,0.07532839612952051
48,CAN,Saskatchewan,Canada,52.9399,-106.4509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012738853503184714,0.010810810810810811,0.015463917525773196,0.014492753623188406,0.013574660633484163,0.013574660633484163,0.012,0.012,0.011494252873563218,0.011494252873563218,0.011029411764705883,0.01048951048951049,0.013793103448275862,0.013377926421404682,0.013289036544850499,0.013289036544850499,0.013114754098360656,0.013071895424836602,0.012987012987012988,0.012738853503184714,0.012658227848101266,0.012618296529968454,0.012461059190031152,0.012232415902140673,0.012048192771084338,0.011695906432748537,0.011428571428571429,0.011299435028248588,0.01366120218579235,0.013623978201634877,0.015625,0.017948717948717947,0.016826923076923076,0.016587677725118485,0.016129032258064516,0.014957264957264958,0.014344262295081968,0.01364522417153996,0.013157894736842105,0.012844036697247707,0.01263537906137184
49,CAN,Diamond Princess,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
50,CAN,Recovered,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,CAN,Northwest Territories,Canada,64.8255,-124.8457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,CAN,Yukon,Canada,64.2823,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CAF,,Central African Republic,6.6111,20.9394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,TCD,,Chad,15.4542,18.7322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.03773584905660377,0.06756756756756757,0.06756756756756757,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.09941520467836257,0.09941520467836257,0.1062992125984252,0.10727969348659004,0.09597523219814241
55,CHL,,Chile,-35.6751,-71.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001579778830963665,0.002677376171352075,0.0021668472372697724,0.0026246719160104987,0.00306044376434583,0.0031036623215394167,0.0031413612565445027,0.0032710280373831778,0.0032653061224489797,0.004381161007667032,0.005277044854881266,0.0052863436123348016,0.005885500267522739,0.0064872657376261415,0.007602862254025045,0.007682724252491694,0.008403361344537815,0.008653326122228232,0.009542943244600702,0.009996924023377422,0.010536951501154735,0.011089548100914887,0.01089556205155461,0.011619095731245263,0.011360889533478366,0.011920980926430519,0.012536474656868043,0.012948309526256294,0.013182674199623353,0.01322801674914351,0.013569648296870672,0.014163052137735683,0.014221620248878354,0.01413829527910945,0.01407574461466677,0.014176417641764177,0.014333285073114231,0.014409021300292356,0.014510278113663845,0.014166250624063905,0.013757422541007702,0.013397700151876763,0.01322213181448332,0.013078860685913582,0.012490348367170823,0.012191418282788842,0.01159384915792043,0.011319447118161168,0.011168258633357825
56,CHN,Anhui,China,31.8257,117.2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001282051282051282,0.0036101083032490976,0.004645760743321719,0.0044943820224719105,0.005488474204171241,0.006417112299465241,0.006309148264984227,0.006230529595015576,0.006160164271047228,0.006103763987792472,0.0060790273556231,0.006072874493927126,0.006066734074823054,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006054490413723511,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.006048387096774193
57,CHN,Beijing,China,40.1824,116.4142,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.010869565217391304,0.008928571428571428,0.008695652173913044,0.007142857142857143,0.005917159763313609,0.005208333333333333,0.004694835680751174,0.004366812227074236,0.003937007874015748,0.0036363636363636364,0.003355704697986577,0.006329113924050633,0.0061162079510703364,0.005917159763313609,0.008746355685131196,0.0084985835694051,0.008174386920980926,0.00804289544235925,0.010638297872340425,0.010498687664041995,0.010471204188481676,0.010309278350515464,0.01015228426395939,0.010101010101010102,0.010075566750629723,0.01,0.01,0.01,0.00997506234413965,0.00997506234413965,0.012165450121654502,0.0170316301703163,0.019417475728155338,0.01932367149758454,0.01927710843373494,0.01927710843373494,0.01909307875894988,0.01909307875894988,0.018912529550827423,0.01873536299765808,0.018648018648018648,0.018648018648018648,0.018604651162790697,0.01834862385321101,0.01834862385321101,0.018306636155606407,0.0182648401826484,0.01805869074492099,0.017660044150110375,0.0175054704595186,0.01702127659574468,0.016632016632016633,0.016260162601626018,0.015841584158415842,0.015296367112810707,0.01486988847583643,0.014311270125223614,0.014234875444839857,0.014109347442680775,0.014035087719298246,0.013937282229965157,0.01384083044982699,0.01384083044982699,0.013769363166953529,0.013769363166953529,0.0137221269296741,0.013675213675213675,0.013651877133105802,0.013628620102214651,0.013605442176870748,0.013605442176870748,0.013582342954159592,0.013582342954159592,0.013582342954159592,0.013559322033898305,0.013559322033898305,0.013559322033898305,0.013559322033898305,0.01353637901861252,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.013468013468013467,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152
58,CHN,Chongqing,China,30.0572,107.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004032258064516129,0.006644518272425249,0.005917159763313609,0.005449591280653951,0.005128205128205128,0.0048543689320388345,0.00468384074941452,0.004662004662004662,0.0042643923240938165,0.004106776180698152,0.005928853754940711,0.005780346820809248,0.007547169811320755,0.00929368029739777,0.009174311926605505,0.009057971014492754,0.009025270758122744,0.008992805755395683,0.008912655971479501,0.01056338028169014,0.010471204188481676,0.010452961672473868,0.010416666666666666,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010398613518197574,0.010380622837370242,0.010362694300518135,0.010362694300518135,0.010362694300518135,0.010362694300518135,0.010362694300518135,0.010362694300518135,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.010344827586206896
59,CHN,Fujian,China,26.0789,117.9874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003401360544217687,0.003401360544217687,0.003401360544217687,0.003401360544217687,0.003401360544217687,0.003389830508474576,0.003389830508474576,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.003367003367003367,0.0033333333333333335,0.003289473684210526,0.0031847133757961785,0.0031847133757961785,0.003134796238244514,0.0030959752321981426,0.00303951367781155,0.0030120481927710845,0.0029585798816568047,0.0029498525073746312,0.002932551319648094,0.0029069767441860465,0.002890173410404624,0.002890173410404624,0.002857142857142857,0.002849002849002849,0.002849002849002849,0.002849002849002849,0.002840909090909091,0.002840909090909091,0.002840909090909091,0.002840909090909091,0.002840909090909091,0.0028328611898017,0.0028328611898017,0.002824858757062147,0.002824858757062147,0.002824858757062147,0.0028169014084507044,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028089887640449437,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717,0.0028011204481792717
60,CHN,Gansu,China,37.8099,101.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.023809523809523808,0.023809523809523808,0.022988505747126436,0.022727272727272728,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.019417475728155338,0.016666666666666666,0.01652892561983471,0.016,0.016,0.015873015873015872,0.015625,0.015625,0.015625,0.015384615384615385,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285
